%time,field.header.seq,field.header.stamp,field.header.frame_id,field.ns,field.id,field.type,field.action,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w,field.scale.x,field.scale.y,field.scale.z,field.color.r,field.color.g,field.color.b,field.color.a,field.lifetime,field.frame_locked,field.text,field.mesh_resource,field.mesh_use_embedded_materials
1450009001545521437,2040,1450009001404248672,/camera1,basic_shapes,8,1,0,0.0437594104496,0.0713628981941,0.613064087218,0.0037979451161,0.984217507851,-0.159275065281,-0.0770254920915,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009001656549122,2041,1450009001544918407,/camera1,basic_shapes,8,1,0,0.0437189518435,0.0710570906177,0.612772718374,0.00487246335142,0.989454982057,-0.120101790651,-0.0808124833524,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009001743504247,2042,1450009001648812794,/camera1,basic_shapes,8,1,0,0.0439406963185,0.0711912514413,0.614486910715,-0.000177815266273,0.995688711897,-0.0914603028344,-0.0154586670714,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009001843949672,2043,1450009001692164464,/camera1,basic_shapes,8,1,0,0.0438824218444,0.0709119366786,0.612890060511,0.00606223386028,0.999373517191,0.027647209203,0.0212474535311,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009001943883980,2044,1450009001845549380,/camera1,basic_shapes,8,1,0,0.0436919610998,0.070133878301,0.612741197424,0.00628359788022,0.98539637346,-0.146608347363,-0.0863741631064,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009002043589543,2045,1450009001946761707,/camera1,basic_shapes,8,1,0,0.0437610251458,0.0701115338191,0.613717084409,0.00555929085853,0.989994909893,-0.118069680428,-0.0770631120205,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009002144415859,2046,1450009001988753477,/camera1,basic_shapes,8,1,0,0.0439590400888,0.0700827550124,0.615276123084,0.00210830384958,0.993678003979,-0.108660535776,-0.0281507980146,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009002240519451,2047,1450009002149097036,/camera1,basic_shapes,8,1,0,0.0439772282288,0.0696609966756,0.615686515967,-0.000470584521725,0.986432005362,-0.161316395012,-0.0304745475534,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009002345182593,2048,1450009002183026576,/camera1,basic_shapes,8,1,0,0.0438637098734,0.0694128902421,0.614871697066,0.00372012014736,0.986008120255,-0.153475710407,-0.0649565532681,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009002443202572,2049,1450009002294704117,/camera1,basic_shapes,8,1,0,0.0438742707567,0.069105365864,0.614751926548,0.00300765499343,0.993582040065,-0.101077778795,-0.0506849712072,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009002544301899,2050,1450009002456013746,/camera1,basic_shapes,8,1,0,0.0440224701623,0.0691352039678,0.616053774799,0.00551479055055,0.999679865062,-0.00956271515061,0.0227663996649,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009002651105946,2051,1450009002543522984,/camera1,basic_shapes,8,1,0,0.0440386364027,0.0687413870937,0.617748305901,0.000102052007332,0.987701452319,-0.152900058122,-0.0326711325005,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009002744843733,2052,1450009002588044194,/camera1,basic_shapes,8,1,0,0.0439010613969,0.0684891358869,0.616195528563,0.00439358861574,0.986886512692,-0.147205835667,-0.0660768445978,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009002845546009,2053,1450009002737478887,/camera1,basic_shapes,8,1,0,0.0441726014336,0.0684087704535,0.620294628463,0.00430272228902,0.999221493976,-0.032052649513,0.0225946944212,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009002942765096,2054,1450009002831830375,/camera1,basic_shapes,8,1,0,0.0439199936618,0.0680392312152,0.621566783387,0.00629858188203,0.988451658566,-0.113918435125,-0.0997308211268,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009003044634908,2055,1450009002877063760,/camera1,basic_shapes,8,1,0,0.0435459176412,0.0672450443806,0.616901097501,0.00682180202413,0.989759679139,-0.075755318287,-0.120790613542,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009003157375158,2056,1450009003015507262,/camera1,basic_shapes,8,1,0,0.0437111748513,0.0671230713224,0.615968553423,-0.00438964868163,0.99711272846,-0.0474912008786,0.0590891154649,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009003243936768,2057,1450009003108610545,/camera1,basic_shapes,8,1,0,0.0444201812834,0.0678962429692,0.627462598906,0.0010358783121,0.99991181596,-0.01061965181,-0.00790634270577,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009003343314167,2058,1450009003189417292,/camera1,basic_shapes,8,1,0,0.043715139363,0.0660407587667,0.615879742945,-0.0044259615688,0.997397257857,-0.0426988048294,0.0579304147287,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009003443788491,2059,1450009003378573330,/camera1,basic_shapes,8,1,0,0.0432716144084,0.0648757555786,0.615499001222,0.00181398754429,0.98815721949,-0.0894178997944,-0.124685437058,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009003544657481,2060,1450009003408390908,/camera1,basic_shapes,8,1,0,0.0435420202376,0.0649017317322,0.615112990506,-0.00602051369248,0.997738584415,-0.0287115493697,0.0604741061683,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009003644207851,2061,1450009003513907406,/camera1,basic_shapes,8,1,0,0.0437629438976,0.0651332354133,0.618550337349,-0.00497535475865,0.998598778032,-0.0259662227453,0.0458419200572,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
